feature_id,feature,feature_description,collected,compiled,elicitation_day,elicitation_month,elicitation_year,updated_day,updated_month,updated_year,domain,settlement,prelim_value,value,stimuli,answer,comment
9,g / gʲ final lenition : къарГ1,"In a simple rule, some dialects are expected to have a [+velar, +high, -back, -cont, +voice, -son] > [+cont] / _# phonetic alternation. By this rule we expect lenition of word-final /g/ and /gʲ/ to /ɣ/ and /ɣʲ/. In practice, we diagnose this by asking for a cognate realisations of two inter-dialectal lexemes /ɢarg/ 'male sheep' and /uˁrdegʲ/ 'wild duck'. The sounds in check (preliminary values) are the finals of two words. In final values, values g / gʲ are grouped together as [-cont], and values ɣ / ɣʲ / j are grouped together as [+cont]. The value [j] is expected, because my ear cannot always distinguish between it and a fronted velar [ɣʲ], which is expected on structural level.",Nikita Beklemishev,Nikita Beklemishev,16,7,2022,23,3,2023,Historical phonology,Khnov,g,g / gʲ,къарГ1,ɢarg,
9,g / gʲ final lenition : къарГ1,"In a simple rule, some dialects are expected to have a [+velar, +high, -back, -cont, +voice, -son] > [+cont] / _# phonetic alternation. By this rule we expect lenition of word-final /g/ and /gʲ/ to /ɣ/ and /ɣʲ/. In practice, we diagnose this by asking for a cognate realisations of two inter-dialectal lexemes /ɢarg/ 'male sheep' and /uˁrdegʲ/ 'wild duck'. The sounds in check (preliminary values) are the finals of two words. In final values, values g / gʲ are grouped together as [-cont], and values ɣ / ɣʲ / j are grouped together as [+cont]. The value [j] is expected, because my ear cannot always distinguish between it and a fronted velar [ɣʲ], which is expected on structural level.",Nikita Beklemishev,Nikita Beklemishev,17,7,2022,23,3,2023,Historical phonology,Khnov,g,g / gʲ,къарГ1,ɢarg,
9,g / gʲ final lenition : къарГ1,"In a simple rule, some dialects are expected to have a [+velar, +high, -back, -cont, +voice, -son] > [+cont] / _# phonetic alternation. By this rule we expect lenition of word-final /g/ and /gʲ/ to /ɣ/ and /ɣʲ/. In practice, we diagnose this by asking for a cognate realisations of two inter-dialectal lexemes /ɢarg/ 'male sheep' and /uˁrdegʲ/ 'wild duck'. The sounds in check (preliminary values) are the finals of two words. In final values, values g / gʲ are grouped together as [-cont], and values ɣ / ɣʲ / j are grouped together as [+cont]. The value [j] is expected, because my ear cannot always distinguish between it and a fronted velar [ɣʲ], which is expected on structural level.",Nikita Beklemishev,Nikita Beklemishev,17,7,2022,23,3,2023,Historical phonology,Khnov,g,g / gʲ,къарГ1,ɢarg,
9,g / gʲ final lenition : къарГ1,"In a simple rule, some dialects are expected to have a [+velar, +high, -back, -cont, +voice, -son] > [+cont] / _# phonetic alternation. By this rule we expect lenition of word-final /g/ and /gʲ/ to /ɣ/ and /ɣʲ/. In practice, we diagnose this by asking for a cognate realisations of two inter-dialectal lexemes /ɢarg/ 'male sheep' and /uˁrdegʲ/ 'wild duck'. The sounds in check (preliminary values) are the finals of two words. In final values, values g / gʲ are grouped together as [-cont], and values ɣ / ɣʲ / j are grouped together as [+cont]. The value [j] is expected, because my ear cannot always distinguish between it and a fronted velar [ɣʲ], which is expected on structural level.",Nikita Beklemishev,Nikita Beklemishev,18,7,2022,23,3,2023,Historical phonology,Kiche,g,g / gʲ,къарГ1,ɢarg,сложно
9,g / gʲ final lenition : къарГ1,"In a simple rule, some dialects are expected to have a [+velar, +high, -back, -cont, +voice, -son] > [+cont] / _# phonetic alternation. By this rule we expect lenition of word-final /g/ and /gʲ/ to /ɣ/ and /ɣʲ/. In practice, we diagnose this by asking for a cognate realisations of two inter-dialectal lexemes /ɢarg/ 'male sheep' and /uˁrdegʲ/ 'wild duck'. The sounds in check (preliminary values) are the finals of two words. In final values, values g / gʲ are grouped together as [-cont], and values ɣ / ɣʲ / j are grouped together as [+cont]. The value [j] is expected, because my ear cannot always distinguish between it and a fronted velar [ɣʲ], which is expected on structural level.",Nikita Beklemishev,Nikita Beklemishev,18,7,2022,23,3,2023,Historical phonology,Kiche,g,g / gʲ,къарГ1,ɢarg,
9,g / gʲ final lenition : къарГ1,"In a simple rule, some dialects are expected to have a [+velar, +high, -back, -cont, +voice, -son] > [+cont] / _# phonetic alternation. By this rule we expect lenition of word-final /g/ and /gʲ/ to /ɣ/ and /ɣʲ/. In practice, we diagnose this by asking for a cognate realisations of two inter-dialectal lexemes /ɢarg/ 'male sheep' and /uˁrdegʲ/ 'wild duck'. The sounds in check (preliminary values) are the finals of two words. In final values, values g / gʲ are grouped together as [-cont], and values ɣ / ɣʲ / j are grouped together as [+cont]. The value [j] is expected, because my ear cannot always distinguish between it and a fronted velar [ɣʲ], which is expected on structural level.",Nikita Beklemishev,Nikita Beklemishev,19,7,2022,23,3,2023,Historical phonology,Kala,g,g / gʲ,къарГ1,ɢarg,
9,g / gʲ final lenition : къарГ1,"In a simple rule, some dialects are expected to have a [+velar, +high, -back, -cont, +voice, -son] > [+cont] / _# phonetic alternation. By this rule we expect lenition of word-final /g/ and /gʲ/ to /ɣ/ and /ɣʲ/. In practice, we diagnose this by asking for a cognate realisations of two inter-dialectal lexemes /ɢarg/ 'male sheep' and /uˁrdegʲ/ 'wild duck'. The sounds in check (preliminary values) are the finals of two words. In final values, values g / gʲ are grouped together as [-cont], and values ɣ / ɣʲ / j are grouped together as [+cont]. The value [j] is expected, because my ear cannot always distinguish between it and a fronted velar [ɣʲ], which is expected on structural level.",Nikita Beklemishev,Nikita Beklemishev,19,7,2022,23,3,2023,Historical phonology,Kala,g,g / gʲ,къарГ1,ɢarg,
9,g / gʲ final lenition : къарГ1,"In a simple rule, some dialects are expected to have a [+velar, +high, -back, -cont, +voice, -son] > [+cont] / _# phonetic alternation. By this rule we expect lenition of word-final /g/ and /gʲ/ to /ɣ/ and /ɣʲ/. In practice, we diagnose this by asking for a cognate realisations of two inter-dialectal lexemes /ɢarg/ 'male sheep' and /uˁrdegʲ/ 'wild duck'. The sounds in check (preliminary values) are the finals of two words. In final values, values g / gʲ are grouped together as [-cont], and values ɣ / ɣʲ / j are grouped together as [+cont]. The value [j] is expected, because my ear cannot always distinguish between it and a fronted velar [ɣʲ], which is expected on structural level.",Nikita Beklemishev,Nikita Beklemishev,19,7,2022,23,3,2023,Historical phonology,Shinaz,g,g / gʲ,къарГ1,ɢarg,
9,g / gʲ final lenition : къарГ1,"In a simple rule, some dialects are expected to have a [+velar, +high, -back, -cont, +voice, -son] > [+cont] / _# phonetic alternation. By this rule we expect lenition of word-final /g/ and /gʲ/ to /ɣ/ and /ɣʲ/. In practice, we diagnose this by asking for a cognate realisations of two inter-dialectal lexemes /ɢarg/ 'male sheep' and /uˁrdegʲ/ 'wild duck'. The sounds in check (preliminary values) are the finals of two words. In final values, values g / gʲ are grouped together as [-cont], and values ɣ / ɣʲ / j are grouped together as [+cont]. The value [j] is expected, because my ear cannot always distinguish between it and a fronted velar [ɣʲ], which is expected on structural level.",Nikita Beklemishev,Nikita Beklemishev,19,7,2022,23,3,2023,Historical phonology,Shinaz,g,g / gʲ,къарГ1,ɢarg,
9,g / gʲ final lenition : къарГ1,"In a simple rule, some dialects are expected to have a [+velar, +high, -back, -cont, +voice, -son] > [+cont] / _# phonetic alternation. By this rule we expect lenition of word-final /g/ and /gʲ/ to /ɣ/ and /ɣʲ/. In practice, we diagnose this by asking for a cognate realisations of two inter-dialectal lexemes /ɢarg/ 'male sheep' and /uˁrdegʲ/ 'wild duck'. The sounds in check (preliminary values) are the finals of two words. In final values, values g / gʲ are grouped together as [-cont], and values ɣ / ɣʲ / j are grouped together as [+cont]. The value [j] is expected, because my ear cannot always distinguish between it and a fronted velar [ɣʲ], which is expected on structural level.",Nikita Beklemishev,Nikita Beklemishev,21,7,2022,23,3,2023,Historical phonology,Amsar,g,g / gʲ,къарГ1,ɢarg,
9,g / gʲ final lenition : къарГ1,"In a simple rule, some dialects are expected to have a [+velar, +high, -back, -cont, +voice, -son] > [+cont] / _# phonetic alternation. By this rule we expect lenition of word-final /g/ and /gʲ/ to /ɣ/ and /ɣʲ/. In practice, we diagnose this by asking for a cognate realisations of two inter-dialectal lexemes /ɢarg/ 'male sheep' and /uˁrdegʲ/ 'wild duck'. The sounds in check (preliminary values) are the finals of two words. In final values, values g / gʲ are grouped together as [-cont], and values ɣ / ɣʲ / j are grouped together as [+cont]. The value [j] is expected, because my ear cannot always distinguish between it and a fronted velar [ɣʲ], which is expected on structural level.",Nikita Beklemishev,Nikita Beklemishev,21,7,2022,23,3,2023,Historical phonology,Amsar,g,g / gʲ,къарГ1,ɢarg,
9,g / gʲ final lenition : къарГ1,"In a simple rule, some dialects are expected to have a [+velar, +high, -back, -cont, +voice, -son] > [+cont] / _# phonetic alternation. By this rule we expect lenition of word-final /g/ and /gʲ/ to /ɣ/ and /ɣʲ/. In practice, we diagnose this by asking for a cognate realisations of two inter-dialectal lexemes /ɢarg/ 'male sheep' and /uˁrdegʲ/ 'wild duck'. The sounds in check (preliminary values) are the finals of two words. In final values, values g / gʲ are grouped together as [-cont], and values ɣ / ɣʲ / j are grouped together as [+cont]. The value [j] is expected, because my ear cannot always distinguish between it and a fronted velar [ɣʲ], which is expected on structural level.",Nikita Beklemishev,Nikita Beklemishev,22,7,2022,23,3,2023,Historical phonology,Rutul,g,g / gʲ,къарГ1,ɢarg,
9,g / gʲ final lenition : къарГ1,"In a simple rule, some dialects are expected to have a [+velar, +high, -back, -cont, +voice, -son] > [+cont] / _# phonetic alternation. By this rule we expect lenition of word-final /g/ and /gʲ/ to /ɣ/ and /ɣʲ/. In practice, we diagnose this by asking for a cognate realisations of two inter-dialectal lexemes /ɢarg/ 'male sheep' and /uˁrdegʲ/ 'wild duck'. The sounds in check (preliminary values) are the finals of two words. In final values, values g / gʲ are grouped together as [-cont], and values ɣ / ɣʲ / j are grouped together as [+cont]. The value [j] is expected, because my ear cannot always distinguish between it and a fronted velar [ɣʲ], which is expected on structural level.",Nikita Beklemishev,Nikita Beklemishev,22,7,2022,23,3,2023,Historical phonology,Rutul,g,g / gʲ,къарГ1,ɢarg,
9,g / gʲ final lenition : къарГ1,"In a simple rule, some dialects are expected to have a [+velar, +high, -back, -cont, +voice, -son] > [+cont] / _# phonetic alternation. By this rule we expect lenition of word-final /g/ and /gʲ/ to /ɣ/ and /ɣʲ/. In practice, we diagnose this by asking for a cognate realisations of two inter-dialectal lexemes /ɢarg/ 'male sheep' and /uˁrdegʲ/ 'wild duck'. The sounds in check (preliminary values) are the finals of two words. In final values, values g / gʲ are grouped together as [-cont], and values ɣ / ɣʲ / j are grouped together as [+cont]. The value [j] is expected, because my ear cannot always distinguish between it and a fronted velar [ɣʲ], which is expected on structural level.",Nikita Beklemishev,Nikita Beklemishev,24,7,2022,23,3,2023,Historical phonology,Kufa,g,g / gʲ,къарГ1,ɢarg,
9,g / gʲ final lenition : къарГ1,"In a simple rule, some dialects are expected to have a [+velar, +high, -back, -cont, +voice, -son] > [+cont] / _# phonetic alternation. By this rule we expect lenition of word-final /g/ and /gʲ/ to /ɣ/ and /ɣʲ/. In practice, we diagnose this by asking for a cognate realisations of two inter-dialectal lexemes /ɢarg/ 'male sheep' and /uˁrdegʲ/ 'wild duck'. The sounds in check (preliminary values) are the finals of two words. In final values, values g / gʲ are grouped together as [-cont], and values ɣ / ɣʲ / j are grouped together as [+cont]. The value [j] is expected, because my ear cannot always distinguish between it and a fronted velar [ɣʲ], which is expected on structural level.",Nikita Beklemishev,Nikita Beklemishev,24,7,2022,23,3,2023,Historical phonology,Kufa,g,g / gʲ,къарГ1,ɢarg,
10,g / gʲ final lenition : у1рдеГ',"In a simple rule, some dialects are expected to have a [+velar, +high, -back, -cont, +voice, -son] > [+cont] / _# phonetic alternation. By this rule we expect lenition of word-final /g/ and /gʲ/ to /ɣ/ and /ɣʲ/. In practice, we diagnose this by asking for a cognate realisations of two inter-dialectal lexemes /ɢarg/ 'male sheep' and /uˁrdegʲ/ 'wild duck'. The sounds in check (preliminary values) are the finals of two words. In final values, values g / gʲ are grouped together as [-cont], and values ɣ / ɣʲ / j are grouped together as [+cont]. The value [j] is expected, because my ear cannot always distinguish between it and a fronted velar [ɣʲ], which is expected on structural level.",Nikita Beklemishev,Nikita Beklemishev,8,7,2022,23,3,2023,Historical phonology,Kina,g,g / gʲ,у1рдеГ',uˁrdeg,
10,g / gʲ final lenition : у1рдеГ',"In a simple rule, some dialects are expected to have a [+velar, +high, -back, -cont, +voice, -son] > [+cont] / _# phonetic alternation. By this rule we expect lenition of word-final /g/ and /gʲ/ to /ɣ/ and /ɣʲ/. In practice, we diagnose this by asking for a cognate realisations of two inter-dialectal lexemes /ɢarg/ 'male sheep' and /uˁrdegʲ/ 'wild duck'. The sounds in check (preliminary values) are the finals of two words. In final values, values g / gʲ are grouped together as [-cont], and values ɣ / ɣʲ / j are grouped together as [+cont]. The value [j] is expected, because my ear cannot always distinguish between it and a fronted velar [ɣʲ], which is expected on structural level.",Nikita Beklemishev,Nikita Beklemishev,9,7,2022,23,3,2023,Historical phonology,Luchek,gʲ,g / gʲ,у1рдеГ',uˁrdégʲ,
10,g / gʲ final lenition : у1рдеГ',"In a simple rule, some dialects are expected to have a [+velar, +high, -back, -cont, +voice, -son] > [+cont] / _# phonetic alternation. By this rule we expect lenition of word-final /g/ and /gʲ/ to /ɣ/ and /ɣʲ/. In practice, we diagnose this by asking for a cognate realisations of two inter-dialectal lexemes /ɢarg/ 'male sheep' and /uˁrdegʲ/ 'wild duck'. The sounds in check (preliminary values) are the finals of two words. In final values, values g / gʲ are grouped together as [-cont], and values ɣ / ɣʲ / j are grouped together as [+cont]. The value [j] is expected, because my ear cannot always distinguish between it and a fronted velar [ɣʲ], which is expected on structural level.",Nikita Beklemishev,Nikita Beklemishev,9,7,2022,23,3,2023,Historical phonology,Luchek,-,-,у1рдеГ',-,гъу1д
10,g / gʲ final lenition : у1рдеГ',"In a simple rule, some dialects are expected to have a [+velar, +high, -back, -cont, +voice, -son] > [+cont] / _# phonetic alternation. By this rule we expect lenition of word-final /g/ and /gʲ/ to /ɣ/ and /ɣʲ/. In practice, we diagnose this by asking for a cognate realisations of two inter-dialectal lexemes /ɢarg/ 'male sheep' and /uˁrdegʲ/ 'wild duck'. The sounds in check (preliminary values) are the finals of two words. In final values, values g / gʲ are grouped together as [-cont], and values ɣ / ɣʲ / j are grouped together as [+cont]. The value [j] is expected, because my ear cannot always distinguish between it and a fronted velar [ɣʲ], which is expected on structural level.",Nikita Beklemishev,Nikita Beklemishev,10,7,2022,23,3,2023,Historical phonology,Myukhrek,ɣʲ,ɣ / ɣʲ / j,у1рдеГ',ürdeɣʲ,
10,g / gʲ final lenition : у1рдеГ',"In a simple rule, some dialects are expected to have a [+velar, +high, -back, -cont, +voice, -son] > [+cont] / _# phonetic alternation. By this rule we expect lenition of word-final /g/ and /gʲ/ to /ɣ/ and /ɣʲ/. In practice, we diagnose this by asking for a cognate realisations of two inter-dialectal lexemes /ɢarg/ 'male sheep' and /uˁrdegʲ/ 'wild duck'. The sounds in check (preliminary values) are the finals of two words. In final values, values g / gʲ are grouped together as [-cont], and values ɣ / ɣʲ / j are grouped together as [+cont]. The value [j] is expected, because my ear cannot always distinguish between it and a fronted velar [ɣʲ], which is expected on structural level.",Nikita Beklemishev,Nikita Beklemishev,10,7,2022,23,3,2023,Historical phonology,Myukhrek,j,ɣ / ɣʲ / j,у1рдеГ',ürdej,
10,g / gʲ final lenition : у1рдеГ',"In a simple rule, some dialects are expected to have a [+velar, +high, -back, -cont, +voice, -son] > [+cont] / _# phonetic alternation. By this rule we expect lenition of word-final /g/ and /gʲ/ to /ɣ/ and /ɣʲ/. In practice, we diagnose this by asking for a cognate realisations of two inter-dialectal lexemes /ɢarg/ 'male sheep' and /uˁrdegʲ/ 'wild duck'. The sounds in check (preliminary values) are the finals of two words. In final values, values g / gʲ are grouped together as [-cont], and values ɣ / ɣʲ / j are grouped together as [+cont]. The value [j] is expected, because my ear cannot always distinguish between it and a fronted velar [ɣʲ], which is expected on structural level.",Nikita Beklemishev,Nikita Beklemishev,11,7,2022,23,3,2023,Historical phonology,Kina,gʲ,g / gʲ,у1рдеГ',uˁrdegʲ,сложно
10,g / gʲ final lenition : у1рдеГ',"In a simple rule, some dialects are expected to have a [+velar, +high, -back, -cont, +voice, -son] > [+cont] / _# phonetic alternation. By this rule we expect lenition of word-final /g/ and /gʲ/ to /ɣ/ and /ɣʲ/. In practice, we diagnose this by asking for a cognate realisations of two inter-dialectal lexemes /ɢarg/ 'male sheep' and /uˁrdegʲ/ 'wild duck'. The sounds in check (preliminary values) are the finals of two words. In final values, values g / gʲ are grouped together as [-cont], and values ɣ / ɣʲ / j are grouped together as [+cont]. The value [j] is expected, because my ear cannot always distinguish between it and a fronted velar [ɣʲ], which is expected on structural level.",Nikita Beklemishev,Nikita Beklemishev,12,7,2022,23,3,2023,Historical phonology,Ikhrek,g,g / gʲ,у1рдеГ',uˁrdeg,сложно
10,g / gʲ final lenition : у1рдеГ',"In a simple rule, some dialects are expected to have a [+velar, +high, -back, -cont, +voice, -son] > [+cont] / _# phonetic alternation. By this rule we expect lenition of word-final /g/ and /gʲ/ to /ɣ/ and /ɣʲ/. In practice, we diagnose this by asking for a cognate realisations of two inter-dialectal lexemes /ɢarg/ 'male sheep' and /uˁrdegʲ/ 'wild duck'. The sounds in check (preliminary values) are the finals of two words. In final values, values g / gʲ are grouped together as [-cont], and values ɣ / ɣʲ / j are grouped together as [+cont]. The value [j] is expected, because my ear cannot always distinguish between it and a fronted velar [ɣʲ], which is expected on structural level.",Nikita Beklemishev,Nikita Beklemishev,12,7,2022,23,3,2023,Historical phonology,Ikhrek,g,g / gʲ,у1рдеГ',urdeg,
10,g / gʲ final lenition : у1рдеГ',"In a simple rule, some dialects are expected to have a [+velar, +high, -back, -cont, +voice, -son] > [+cont] / _# phonetic alternation. By this rule we expect lenition of word-final /g/ and /gʲ/ to /ɣ/ and /ɣʲ/. In practice, we diagnose this by asking for a cognate realisations of two inter-dialectal lexemes /ɢarg/ 'male sheep' and /uˁrdegʲ/ 'wild duck'. The sounds in check (preliminary values) are the finals of two words. In final values, values g / gʲ are grouped together as [-cont], and values ɣ / ɣʲ / j are grouped together as [+cont]. The value [j] is expected, because my ear cannot always distinguish between it and a fronted velar [ɣʲ], which is expected on structural level.",Nikita Beklemishev,Nikita Beklemishev,12,7,2022,23,3,2023,Historical phonology,Ikhrek,gʲ,g / gʲ,у1рдеГ',uˁrdegʲ,
