feature_id,feature_title,feature_lexeme,feature_description,collected,compiled,updated_day,updated_month,updated_year,domain,settlement,value,stimuli,answer
1,ergative marker type,fish.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Ikhrek,R,Рыба съела муху,балгъура
1,ergative marker type,fish.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Kostya Filatov,Asya Alekseeva,21,3,2023,Noun,Ikhrek,R,Рыба съела муху,балгъура
1,ergative marker type,fish.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Dzhilikhur,R,Рыба съела муху,балгъура
1,ergative marker type,fish.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Kostya Filatov,Asya Alekseeva,21,3,2023,Noun,Dzhilikhur,R,Рыба съела муху,балгъур
1,ergative marker type,fish.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Kostya Filatov,Asya Alekseeva,21,3,2023,Noun,Khnov,R,Рыба съела муху,балугъар луьъуьри дуд
1,ergative marker type,fish.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Kostya Filatov,Asya Alekseeva,21,3,2023,Noun,Khnov,R,Рыба съела муху,балугъар луьъуьри дуд
1,ergative marker type,fish.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Khnov,R,Рыба съела муху,балугъар дуд луьъуьри
1,ergative marker type,fish.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Kiche,,Рыба съела муху,балугъ лиъира дидира
1,ergative marker type,fish.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Kostya Filatov,Asya Alekseeva,21,3,2023,Noun,Kiche,R,Рыба съела муху,балгъура дуд левири
1,ergative marker type,fish.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Shinaz,R,Рыба съела муху,балгъур ливъыр дыд
1,ergative marker type,fish.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Kostya Filatov,Asya Alekseeva,21,3,2023,Noun,Shinaz,R,Рыба съела муху,балгъура левъыр дыд
1,ergative marker type,fish.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Kala,R,Рыба съела муху,балгъур лиъира дыд
1,ergative marker type,fish.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Kostya Filatov,Asya Alekseeva,21,3,2023,Noun,Kala,R,Рыба съела муху,балгъура ливъыр дыд
1,ergative marker type,fish.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Amsar,R,Рыба съела муху,балгъур лиъир дыд
1,ergative marker type,fish.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Kostya Filatov,Asya Alekseeva,21,3,2023,Noun,Amsar,R,Рыба съела муху,балгъур ливъир дыд
1,ergative marker type,fish.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Rutul,R,Рыба съела муху,балгъура льувъури дыд
1,ergative marker type,fish.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Kostya Filatov,Asya Alekseeva,21,3,2023,Noun,Rutul,R,Рыба съела муху,балгъура луьвъури дыд
1,ergative marker type,fish.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Kufa,R,Рыба съела муху,балгъура луьвъурай дыд
1,ergative marker type,fish.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Kostya Filatov,Asya Alekseeva,21,3,2023,Noun,Kufa,R,Рыба съела муху,балгъура дыд луьъур
1,ergative marker type,river.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Kina,R,Река снесла мост,лец1урура
1,ergative marker type,river.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Luchek,R,Река снесла мост,лец1урур
1,ergative marker type,river.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Kostya Filatov,Asya Alekseeva,21,3,2023,Noun,Luchek,R,Река снесла мост,лец1урур
1,ergative marker type,river.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Myukhrek,R,Река снесла мост,нец1урур
1,ergative marker type,river.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Myukhrek,R,Река снесла мост,нец1урур
1,ergative marker type,river.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Kina,R,Река снесла мост,лец1урура
1,ergative marker type,river.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Ikhrek,R,Река снесла мост,нец1урыра
1,ergative marker type,river.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Kostya Filatov,Asya Alekseeva,21,3,2023,Noun,Ikhrek,R,Река снесла мост,нец1урыра гъы1 лэвири
1,ergative marker type,river.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Dzhilikhur,R,Река снесла мост,нец1урур
1,ergative marker type,river.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Kostya Filatov,Asya Alekseeva,21,3,2023,Noun,Dzhilikhur,R,Река снесла мост,хийир
1,ergative marker type,river.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Kostya Filatov,Asya Alekseeva,21,3,2023,Noun,Khnov,R,Река снесла мост,чара1гьанар хъуку виъи гъва1гь
1,ergative marker type,river.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Kostya Filatov,Asya Alekseeva,21,3,2023,Noun,Khnov,R,Река снесла мост,чарагьа1нар гъва1гь лахджибкыри
1,ergative marker type,river.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Khnov,R,Река снесла мост,чарагьана1р ухълупкьури гъва1гь
1,ergative marker type,river.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Kiche,R,Река снесла мост,нац1уры вихыгъа гъа
1,ergative marker type,river.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Kostya Filatov,Asya Alekseeva,21,3,2023,Noun,Kiche,R,Река снесла мост,нац1урура гъа1 вихири
1,ergative marker type,river.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Shinaz,R,Река снесла мост,нец1урур вихир а гъа1
1,ergative marker type,river.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Kostya Filatov,Asya Alekseeva,21,3,2023,Noun,Shinaz,R,Река снесла мост,нец1урур йаапхыр гъа1
1,ergative marker type,river.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Kala,R,Река снесла мост,хьийре гьапхыра гъа
1,ergative marker type,river.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Kostya Filatov,Asya Alekseeva,21,3,2023,Noun,Kala,R,Река снесла мост,нец1урур гъа1 левир
1,ergative marker type,river.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Amsar,R,Река снесла мост,нец1урур гъапхыр гъа1
1,ergative marker type,river.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Kostya Filatov,Asya Alekseeva,21,3,2023,Noun,Amsar,R,Река снесла мост,нец1урур гьа1пхы1р гъа1
1,ergative marker type,river.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Rutul,R,Река снесла мост,нец1урура гьа1пхы1ри гъа1
1,ergative marker type,river.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Kostya Filatov,Asya Alekseeva,21,3,2023,Noun,Rutul,R,Река снесла мост,нац1урура левири / вихири гъа1
1,ergative marker type,river.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Kufa,R,Река снесла мост,нац1урара гъа1 гевир а
1,ergative marker type,river.SG,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Kostya Filatov,Asya Alekseeva,21,3,2023,Noun,Kufa,R,Река снесла мост,нац1урура гъа1 гьапир
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Kina,R,Камни сломали крышу,дагьрымыра
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Luchek,R,Камни сломали крышу,дагьрымыр
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Kostya Filatov,Asya Alekseeva,21,3,2023,Noun,Luchek,R,Камни сломали крышу,дагьрымыр
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Ivan Netkachev,Asya Alekseeva,21,3,2023,Noun,Myukhrek,R,Камни сломали крышу,tuχlira ɢaw ʁudq’uʔur i
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Ivan Netkachev,Asya Alekseeva,21,3,2023,Noun,Kina,R,Камни сломали крышу,dahrɨmɨra χɨladi ʁudqa hɨʔɨr
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Ivan Netkachev,Asya Alekseeva,21,3,2023,Noun,Ikhrek,R,Камни сломали крышу,daʁrɨmɨra halaq habɨri čardaχ
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Ivan Netkachev,Asya Alekseeva,21,3,2023,Noun,Ikhrek,R,Камни сломали крышу,duʁlumɨra ɢubq’a habɨri
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Ivan Netkachev,Asya Alekseeva,21,3,2023,Noun,Ikhrek,R,Камни сломали крышу,duχlumɨra
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Ivan Netkachev,Asya Alekseeva,21,3,2023,Noun,Dzhilikhur,R,Камни сломали крышу,duχlir čardaχ q’ad wɨʔɨra (его)
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Ivan Netkachev,Asya Alekseeva,21,3,2023,Noun,Dzhilikhur,,Камни сломали крышу,duχul sibxɨˁr ɢaw huˁdquri
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Ivan Netkachev,Asya Alekseeva,21,3,2023,Noun,Dzhilikhur,R,Камни сломали крышу,duχlimɨra q’adɨ hɨʔɨri čardaχ
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Ivan Netkachev,Asya Alekseeva,21,3,2023,Noun,Khnov,R,Камни сломали крышу,duχlumɨra
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Ivan Netkachev,Asya Alekseeva,21,3,2023,Noun,Khnov,,Камни сломали крышу,-
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Khnov,R,Камни сломали крышу,духлумыра хылыгъдид гьуткьа гьакьыри
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Khnov,R,Камни сломали крышу,duχlumɨra
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Ivan Netkachev,Asya Alekseeva,21,3,2023,Noun,Kiche,R,Камни сломали крышу,duχlɨmɨra
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Ivan Netkachev,Asya Alekseeva,21,3,2023,Noun,Kiche,,Камни сломали крышу,duχlɨra
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Ivan Netkachev,Asya Alekseeva,21,3,2023,Noun,Kiche,R,Камни сломали крышу,duχulmɨra
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Ivan Netkachev,Asya Alekseeva,21,3,2023,Noun,Shinaz,V,Камни сломали крышу,duχlimiš q’at hɨʔɨr ɢaw
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Ivan Netkachev,Asya Alekseeva,21,3,2023,Noun,Shinaz,V,Камни сломали крышу,duχlimeš
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Ivan Netkachev,Asya Alekseeva,21,3,2023,Noun,Kala,,Камни сломали крышу,duχlara
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Ivan Netkachev,Asya Alekseeva,21,3,2023,Noun,Kala,R,Камни сломали крышу,"q’ʷabɨra, duχlara"
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Ivan Netkachev,Asya Alekseeva,21,3,2023,Noun,Amsar,,Камни сломали крышу,duχlar
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Ivan Netkachev,Asya Alekseeva,21,3,2023,Noun,Amsar,,Камни сломали крышу,daʁrar
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Ivan Netkachev,Asya Alekseeva,21,3,2023,Noun,Amsar,R,Камни сломали крышу,daʁrɨmɨr
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Ivan Netkachev,Asya Alekseeva,21,3,2023,Noun,Rutul,,Камни сломали крышу,duχlɨra
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Ivan Netkachev,Asya Alekseeva,21,3,2023,Noun,Rutul,,Камни сломали крышу,duχlara
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Ivan Netkachev,Asya Alekseeva,21,3,2023,Noun,Rutul,R,Камни сломали крышу,duχlumɨra
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Ivan Netkachev,Asya Alekseeva,21,3,2023,Noun,Rutul,R,Камни сломали крышу,ɢatɨmɨra
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Ivan Netkachev,Asya Alekseeva,21,3,2023,Noun,Kufa,R,Камни сломали крышу,q’atɨlmɨra / duχlumɨra
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Ivan Netkachev,Asya Alekseeva,21,3,2023,Noun,Kufa,R,Камни сломали крышу,q’ʷabɨrmɨra
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Ivan Netkachev,Asya Alekseeva,21,3,2023,Noun,Kufa,,Камни сломали крышу,duχlara
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Ivan Netkachev,Asya Alekseeva,21,3,2023,Noun,Kufa,,Камни сломали крышу,duχlara
1,ergative marker type,rock.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Shinaz,V,Камни сломали крышу,духлимиш кьатыъыр къау
1,ergative marker type,uncle.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Kina,V,Дядья помогли мне построить дом,гагаймаше
1,ergative marker type,uncle.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Asya Alekseeva,Asya Alekseeva,21,3,2023,Noun,Luchek,V,Дядья помогли мне построить дом,гагаймаши
1,ergative marker type,uncle.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Kostya Filatov,Asya Alekseeva,21,3,2023,Noun,Luchek,V,Дядья помогли мне построить дом,гагаймаши
1,ergative marker type,uncle.PL,"What type of ergative marker is attached - vowel-type (-a, -e, etc.) or r-type (-ara, -ere, etc.)?",Ilya Sadakov,Asya Alekseeva,21,3,2023,Noun,Myukhrek,V,Дядья помогли мне построить дом,gagmaš
